activation,algorithm,batchSize,criterion,feature_0,feature_1,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_2,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_3,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_4,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_5,feature_50,feature_6,feature_7,feature_8,feature_9,leaf_size,lr,max_depth,max_features,min_samples_leaf,min_samples_split,model,nLayers,n_neighbors,optimizer,weights,loss
identity,kd_tree,29,entropy,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,31,adaptive,91,log2,15,3,nnClassifier,3,1,adam,uniform,0.09967320261437909
logistic,ball_tree,27,gini,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,30,adaptive,50,log2,5,25,randomForestClassifier,5,3,lbfgs,uniform,0.5620915032679739
relu,kd_tree,31,gini,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,25,constant,27,sqrt,17,39,kneighborsClassifier,1,7,adam,uniform,0.5735294117647058
relu,kd_tree,18,gini,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,27,adaptive,34,auto,16,7,randomForestClassifier,7,9,adam,uniform,0.5424836601307189
relu,ball_tree,30,entropy,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,16,adaptive,19,auto,17,27,kneighborsClassifier,9,1,sgd,uniform,0.5571895424836601
identity,brute,31,entropy,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,5,invscaling,8,log2,6,5,nnClassifier,4,3,sgd,distance,0.1111111111111111
relu,auto,25,entropy,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,31,adaptive,61,log2,13,37,kneighborsClassifier,5,6,sgd,distance,0.5702614379084967
identity,kd_tree,16,gini,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,2,invscaling,62,auto,4,30,kneighborsClassifier,4,6,lbfgs,distance,0.5686274509803921
relu,auto,9,gini,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,25,constant,76,sqrt,16,6,randomForestClassifier,3,2,adam,uniform,0.545751633986928
relu,kd_tree,23,entropy,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,9,constant,75,sqrt,18,17,nnClassifier,4,1,adam,distance,0.1895424836601307
relu,brute,19,entropy,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,8,adaptive,70,auto,14,5,nnClassifier,9,9,adam,uniform,0.17973856209150327
logistic,ball_tree,26,entropy,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,7,invscaling,33,auto,18,4,randomForestClassifier,1,7,lbfgs,distance,0.5310457516339869
logistic,kd_tree,20,entropy,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,34,adaptive,12,sqrt,3,35,nnClassifier,4,9,lbfgs,uniform,0.15359477124183007
identity,brute,18,gini,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,22,constant,98,log2,11,32,nnClassifier,6,6,lbfgs,uniform,0.13562091503267973
relu,kd_tree,32,entropy,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,16,constant,27,log2,20,10,kneighborsClassifier,1,8,adam,distance,0.576797385620915
identity,brute,26,gini,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,13,constant,31,sqrt,9,23,kneighborsClassifier,1,9,lbfgs,distance,0.5931372549019608
tanh,ball_tree,28,entropy,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,16,constant,16,auto,3,29,kneighborsClassifier,7,4,sgd,distance,0.5702614379084967
